# problem
-30
-30 partners
next eviction
next few
next im
next i’m
next moment
next month
next three
nice as
nice can
nice caring
nieces
night because
night checking
night screaming
night they
night was
nightly occurrence
nightly should
nightmare i
nightmare she’ll
nightmare since
nightmares but
no ability
no ambition
no amount
no apparent
no better
no close
no control
no drive
no emotion
no emotional
no explanation
no favourites
no food
no future
no goals
no good
no headache
no heart
no hope
no improvement
no in
no inspiration
no joy
no kidding
no lesser
no makeup
no maternal
no meat
no of
no passion
no pill
no point
no really
no response
no right
no shade
no signs
no space
no therapist
no trust
no vegan
no way
nobody
nobody at
nobody cares
nobody knows
nobody likes
nobody loves
noises stress
noisier
noisier and
nominated
nominated for
none exist
none if
nor is
nor replace
nor to
normal anymore
normal enough
normal even
normal fantasies
normal issues
normal long
normal or
normal they’re
normally lasting
not achieve
not alive
not answering
not any
not appreciate
not as
not asking
not bc
not be
not believe
not blurry
not breathe
not capable
not care
not caring
not comfortable
not completed
not completing
not control
not controlling
not deal
not dealing
not directly
not doing
not enjoy
not enough
not ever
not fair
not fashionable
not find
not focus
not funny
not gad
not giving
not going
not handle
not happening
not he
not hungry
not improving
not intelligent
not interacting
not involved
not it…everything
not likable
not listed
not love
not matter
not meaning
not mentally
not moving
not mutual
not natural
not noticing
not passionate
not present
not received
not remember
not respect
not return
not sad
not said
not sat
not schizophrenic
not selected
not sleep
not smart
not speak
not spending
not sports
not states
not studying
not successful
not supporting
not supportive
not talented
not talke
not think
not tolerate
not trust
not trying
not useful
not value
not valued
not waking
not with
not worry
not worth
not worthy
not yell
nothing about
nothing after
nothing are
nothing at
nothing but
nothing can
nothing everything
nothing except
nothing exciting
nothing gets
nothing gonna
nothing inside
nothing it
nothing i’ve
nothing mattered
nothing on
nothing same
nothing sometimes
nothing when
nothing will
nothing–not
nothing–not politics
notice i
notice it
notice me
notice of
noticed how
noticed the
noticing imperfections
not…my
not…my motivation
now because
now don’t
now end-year
now everyone
now except
now feel
now feels
now is
now living
now looking
now men
now more
now sending
now showing
now sober
now spend
now such
now turned
now we’re
now where
now which
nowadays have
nowhere near
nuggets/bacon/top
nuggets/bacon/top ramen
numb but
numb i
numb in
numb like
number one
numbers if
numerous doctors
numerous ocassions
object too
objects in
observe everyone’s
obsesses
obsesses about
obsessing
obsessing over
obsessing with
obsessions which
obsessive thoughts
obssesing
obssesing her
obtain
obtain my
obvious to
obviously know
obviously she
ocassions
ocassions because
occasional
occasional ‘sad’
occasionally clingy
occupation i
occupy
occupy my
occurrence
occurrence that
occurrence will
occurs i
occurs when
ocd as
ocd characterized
ocd i’ve
ocd just
odd but
odd considering
odd i’m
odd i’ve
odd sense
of ability
of afraid
of am
of apathy
of assignments
of at
of bad
of becoming
of beliefs
of books
of brought
of by
of cognitive
of conflict
of control
of controlling
of crap
of damage
of despair
of developing
of diploma
of direction
of disgust
of disorder
of dying
of effort
of emotions
of events
of everyone
of everything
of exposure
of extreme
of facing
of failures
of faith
of family
of flat
of girl
of going
of growing
of guilt
of guys
of happened
of heart
of honor
of human
of humour
of inadequacy
of inner
of insanity
of interest
of late
of losing
of low
of momentary
of nothing
of of
of options
of passing
of passion
of pillows
of place
of plague-victim
of prodromal
of proportion
of providing
of psychological
of psychotherapy
of putting
of rage
of reality
of rejection
of repeated
of reverting
of running
of searching
of self-imposed
of shoes
of so
of social
of sociopathy
of someone
of suicide
of test
of then
of therapists
of thinking
of those
of trap
of trend’
of turn
of using
of violence
of want
of water
of wealth
of what
of whatever
of what’s
of white
of woman
of work
of worst
off as
off but
off by
off from
off however
off if
off now
off such
off terrible
off them…
off track
off without
off work
offended
offended when
offending
offending him
offensive
offered in
offered the
office i
often anymore
often as
often dominates
often end
often feel
often get
often goes
often makes
often over
often panic
often see
often seem
often start
often think
often worry
oh they
oh where
ok i
ok let
ok someting
ok which
okay and
okay another
okay grades
okay in
okay which
okey
okey but
old baby
old disabled
old enough
old groove
old is
old teenager
old with
old ‘out
older it
older when
oldest sibling
on active
on again
on anyone
on anything
on assuring
on because
on boards
on constant
on edges
on everything
on finding
on full
on he
on important
on impulse
on life
on linkedin
on medications
on more
on much
on negative
on numerous
on panic
on paper
on problems
on psychotic
on quite
on real
on subconsciously
on things
on thinking
on tiktok
on twitter
on what
on without
on-going
on-going thing
on/what
on/what i
once i’ve
once mine
once no
one angry
one because
one cares
one could
one dream
one exam
one feeling
one for
one has
one likes
one lot
one moment
one my
one other
one seemed
one she’ll
one should
one sided
one text
one they
one thinking
one thought
one times
one understands
one way
one where
onerous
onerous task
ones it
ongoing difficulties
online but
online emailed
online forum
online friends
online playing
online who
online with
only answer
only apart
only be
only busy
only concerned
only emotion
only emotions
only escape
only feel
only friends
only good
only half
only i’ve
only last
only leave
only made
only make
only makes
only making
only now
only occurs
only problem
only respond
only seen
only takes
only there
only things
only troubles
only worsen
only worsened
only ‘real’
on…
on… i
open book’
open myself
opinion must
opinion trait
opinions
opinions on
opportunities may
opposite gender
opposite of
oppositional
oppositional defiant
optimistic
optimistic person
option now
options and
options then
or acquaintances
or act
or affection
or aggravation
or alternative
or anxious
or approve
or art
or arts-related
or assert
or before
or best
or book…
or borderline
or both
or breakout
or carving
or chatting
or cheat
or clean
or clothing–
or completely
or contempt
or creativity
or cringe
or current
or dad
or destroy
or develop
or dinner
or dismissed
or do
or don’t
or eat
or emotions
or empathy
or encounter
or energy
or etc
or example
or expel
or fail
or family…
or feeling
or find
or finish
or following
or four
or girlfriend
or guessing
or happy
or having
or help
or hurting
or interact
or interesting
or internet
or intimate
or irrational
or i’ll
or i’m
or i’ve
or joy
or judge
or kill
or later
or laws
or let
or like
or listen
or listening
or manipulative
or maybe
or mental
or more
or motivation
or movie
or moving
or music
or need
or never
or numb
or occupation
or of
or open
or overly
or pay
or people
or petty
or purpose
or randomly
or rushed
or sad
or schizophrenia
or schizophrenic
or seconds
or seek
or self-righteous
or shame
or singing
or snap
or somewhere
or still
or surf
or that
or that’s
or then
or think
or thought
or trauma
or tries
or truly
or week
or will
or worry
or worrying
or worse
or writing
or wrong
order for
order from
order multiple
ordinarily
ordinarily i
ordinary
ordinary style
ordinary thoughts
organise
organise it
organize
organize patrols
orgasm but
originally had
ornament
ornament i
other aspect
other countries
other coworkers
other emotions
other game
other harder
other jobs
other opinions
other part
other place
other problems
other sites
other social
other things
other week
other women
others about
others all
others are
others become
others but
others expect–that
others i'm
others it
others motivation
others unable
others were
others would
otherwise adore
otherwise but
our age
our car…
our college
our current
our friendship
our get-together
our happiness
our issue
our names
our relationship-we
our sessions
our talks
our trials
ours house
out alone
out around
out back
out done
out gets
out her
out im
out i’d
out laughing
out many
out n
out normal
out only
out seem
out since
out sounds
out was
out what’s
out whether
outburst
outburst due
outbursts a
outbursts he
outcome
outcome i
outdated
outfit
outfit they
outfits
outfits and
outing
outing but
outing they
outside my
outside world
outwardly
outwardly i
over anything
over anything…
over board
over cancer
over events
over every
over exaggerating
over feeling
over heard
over hours
over many
over nothing
over react
over ridiculous
over schizophrenia
over she
over simple
over ten
over things
over trivial
over weight
over what
over-protectiveness
over-protectiveness is
overachiever
overachiever i
overall down
overall well-rounded
overbearing
overbearing christian
overcame
overcame depression
overconfidence
overconfidence and
overeat
overeat way
overlook the
overly angry
overly dramatic
overly paranoid
overtake
overtake my
overthinking
overthinking is
overweight issues
overwhelmed
overwhelmed and
overwhelmed by
overwhelmed from
overwhelmed he
overwhelmed when
overwhelmed/frustrated
overwhelmed/frustrated really
owe
owe them
own a
own as
own brain
own child
own convenience
own daughter
own dot-com
own feelings
own life
own mind
own negativity
own opinions
own parents
own sake
own space
own survivor’s
own up
own voice
owned a
owner
owner of
page did
pain every
pain of
pain or
pain out
pain that
painful for
paint
paint as
painting
painting but
painting didn't
pairs
pairs of
palms
palms sweat
panadol
panadol i
panic disorder
panic she’s
paniced
paniced and
panick
panick attacks
panicked when
paper away
paper which
paralyzing
paralyzing fear
paranoia disorder
paranoid about
paranoid in
paranoid over
paranoid that
paranoids
paranoids at
paraphilia fears
parent and
parent for
parent or
parents about
parents constantly
parents deserve
parents didn't
parents financially
parents get
parents if
parents is
parents its
parents more
parents say
parents saying
parents seem
parents showing
parents toward
parents which
parents will
parent’s faith
parked
parked in
parkinson’s
parkinson’s disease
part in
part is
part with
particular thing
particularly my
particularly poignant
parties i
partly
partly afraid
partner didn't
partner doing
partner i
partner parent
partner will
parts i
party
party or
party they
partying eventually
pass
pass the
passed it
passed my
passing all
passing day
passing feelings
passing out
passion
passion left
passion there
passion towards
passions
passions and
passive which
passport
passport as
past 1/2
past 4-5
past couple
past have
past her
past mistake
past or
past…
past… and
pathetic
pathetic idiot
pathetic i’m
pathetic out
pathetic saying
patience
patience everything
patient how
patient’s
patient’s room
patrols
patrols to
patterns as
patterns just
pay attention
pay more
pay my
paying to
peacefully
peacefully it
pedophile carries
pedophiles when
peers
peers and
peers around
peers i
peers i'm
peers there
penalized
penalized i
pencil
pencil staring
penetration
penetration about
penny
penny which’d
penthouse
penthouse apartment
people age
people anymore
people because
people believe
people breaking
people by
people cause
people close
people didn’t
people do
people dont
people don’t
people effects
people enough
people experience
people finding
people get
people here
people if
people im
people keep
people love
people makes
people must
people noises
people nothing
people often
people on
people our
people please
people say
people start
people talk
people talking
people telling
people than
people they
people think
people thought
people through
people up
people want
people would
people’s internal
people’s talking
per him
per his
perception of
perfect
perfect beauty
perfect but
perfect couple
perfect features
perfect in
perfect my
perfect or
perfect relationship
perfect score
perfect story
perfect that
perfect we
perfection
perfection i
perfectionist
perfectionist the
perform
perform magic
perform out
performance
performance anxiety
performance is
performer
perhaps that
period after
period have
period i
periods happen
permission i
permission to
perpetual
perpetual block
persevering
persevering through
persists
persists along
person a
person because
person before
person classes
person crying
person ever
person family
person later
person leaves
person my
person now
person pretending
person shortly
person what
person with
person would
personal relationship
personal relationships
personal situations
personality for
personality i
personality in
personality since
personality the
person…does
person…does this
perspective i
persuasive
pertain
pertain to
pessimistic
pessimistic i
pet
petty
petty /less
pg
pg version
phobia even
phone conversations
phone or
phone she’s
phone’s
phone’s camera
photo or
photo they
photographer
photography
photography contest
photos must
physical and
physical fight
physical interaction
physically but
physically can’t
physically ill
physiologist
physiologist without
piano as
pick apart
pick fights
pick me
pick my
pick out
picked for
picking back
picking fights
picking up
picture or
picture they
pictures she’d
pill
pill can
pillows
pillows and
pills at
pin or
pissed
pitied
pitied or
pitty
pity myself
place had
place that
place within
placed in
placement
placement classes
places and
plague-victim
plague-victim but
plagued
plagued all
plagued by
plagued my
planned everything
planned to
planning out
plans they
plants
plausible
plausible brain
play
play chess
play encounters
play game
play i
play i'm
play it
play the
play they
play this
play video
player
playing the
playing violent
plays a
please aid
please people
pleasure now
plummeted
plummeted completely
poet
poetic
poetic famous
poetry
poetry contest
poignant
poignant tragedy
point and
point now
point of
point on
point we’re
point-
point- especially
pointless
poison
poison me
politics
politics or
poor though
popped into
popular
popular boys
popular i
portrayed
portrayed the
poses
poses like
positive attention
positive but
positive feelings
positive ones
possessed and
possibility
possibility of
possible area
possible diagnosis
possibly been
possibly being
possibly change
possibly ran
post my
post they
post to
posters
posts i
pot as
potential
potential effect
potential leader
potential to
pounding
pounding and
pounds in
powers
powers i
practical
practical studying
practically everything
praise my
praises
praises us
prayers
prayers i
precious
precious time
preclude
preclude me
predator
predator i
predict
predict what
prefer emotional
pregnancy since
pregnancy while
pregnant but
pregnant lately
pregnant without
prepare my
prepare to
present he
present itself
presentation
presentation they
presented
presented with
president
pressure when
pressured or
pressured …
prestigious
prestigious job
pretended
pretended to
pretending to
pretty certain
pretty girl
pretty hazy
pretty high
pretty obvious
pretty scared
pretty self
pretty she
pretty stable
pretty worried
pretty ypung
previously diagnosed
previously do
prideful
prideful and
principal won’t
priority is
private jet
pro licence
probable
probable reasons
probably a
probably all
probably best
probably feels
probably i
probably im
probably just
probably never
probably pretty
probably sign
probably ten
probably want
probably wanted
problem about
problem and
problem everything
problem from
problem i'm
problem i’m
problem or
problem recognizing
problem right
problem socially
problem then
problem why
problems all
problems aren’t
problems as
problems even
problems expressing
problems going
problems have
problems im
problems myself
problems now
problems out
problems snapping
problems which
process a
process anymore
process i
process the
process waking
processed
processed i’ve
processed things
processing power
procrastinate
procrastinate doing
procrastinate studying
procrastination
procrastination i’m
prodromal
prodromal psychosis
produce
produce results
produced and
productive
productive and
productive fashion
productive i
professional because
professionals and
professor
professor didn't
profile picture
program i
progress i
progress towards
progress wih
progressing
progressing i
progressively
progressively worse
project
project didn't
project my
project they
prom
prominent
prominent and
promise
promise he
promoted
promoted this
promotion
promotion i
promotion my
proof i
proper counseling
properly aroused
properly treated
property to
proportion or
proposal
proposal was
proposals
proposals he
proposing
proposing me
prospect
prospect of
protect
protest
proud and
prove i’m
prove their
providing her
psych all
psychiatrist now
psychiatrists
psychiatrists always
psychiatrists for
psycho
psycho because
psychological issues
psychological problems
psychology
psychology teacher
psychopath but
psychopath myself
psychopaths and
psychopaths aren’t
psychopathy in
psychotic however
psychotic medicine
psychotic people
ptsd episode
ptsd where
puberty as
public because
public much
public setting
public with
publicly shaming
published
published i
pull himself
punched slapped
punish
punish me
punish myself
puny
puny and
pure ocd
purpose helps
purpose or
purse
purse i
pursuing any
push her
push him
push my
push someone
push-ups
push-ups as
pushed away
pushed me
pushes
pushes me
pushing him
pushing them
put any
put down
put her
put him
put objects
putting a
putting his
putting my
putting myself
putting things
puzzle
puzzle i
qualified
question everything
question right
question saying
question so
question sometimes
question they
questioning
questioning everything
questioning whether
questions because
questions close
questions online
questions you’re
quick rundown
quickly fix
quickly in
quiet and
quiet horse
quiet my
quietly remove
quit committees
quit drinking
quit jobs
quite anti-social
quite comprehend
quite insecure
quite the
racing and
rage and
rage when
raging abusive
raise there
ramen
ramen soup
ran everything
ran in
random annulment
random crying
random ideas
random outburst
random question
randomly anxious
rants about
rape us
raped and
rare ‘happy’
rarely am
rarely ever
rarely go
rarely spoke
rate to
rather extreme
rather what
rational
rational and
rationally
rationally that
re-entered
re-entered into
reach i
reach my
reached to
react
react ect
react the
reactions are
reactions of
read an
read my
read something
read their
read things
reader
reader it’s
reading a
reading ever
reading issues
reading or
reading that
reading to
real anymore
real daughter
real deal
real depression
real feeling’
real that
real thoughts
real treatment
real world
realise that
realism
realism cannot
realistic
realistic while
realitonship
realitonship makes
reality although
realization popped
realize my
realize this
realized they
realized today
realizing that
really affect
really affecting
really agitated
really angry
really anxious
really be
really bothering
really bothers
really cares
really cause
really conect
really depressed
really didn’t
really discouraged
really distinctly
really easily
really elevate
really emotional
really feel
really felt
really get
really had
really happen
really hard
really hate
really hates
really heavy
really hurting
really hyped
really i
really immature
really knows
really less
really like
really loved
really mad
really may
really overwhelmed
really paranoid
really plagued
really plan
really quiet
really resonate
really said
really scared
really shouldn’t
really stand
really talk
really talked
really tell
really thinking
really thrown
really turned
really uncomfortable
really understand
really understanding
really unhealthy
really unnecessary
really worried
really worries
really wound
realtionship
realtionship and
reason i”m
reason my
reason same
reason so
reason sometimes
reason that
reason the
reasoning and
reasons and
reasons for
reasons said
recall being
recall not
receive
receive a
receive any
receive the
received for
receiving and
receiving compliments
receiving even
receiving validation
recenently
recenently and
recently after
recently checked
recently dealing
recently find
recently lost
recently times
recite
recite the
recklessly
recklessly and
recognize my
recognize whether
recognizing her
recommendations
recommendations about
reconcile but
reconcile the
reconnect
reconnect as
records as
recover from
recovered were
recruited
recruited to
recurrent
recurrent depression
recylce
recylce me
rediculous
rediculous with
reduce the
reemerged
reemerged recently
refined
reflecting
reflecting on
refuse too
refusing
refusing any
regarding it
regarding the
regardless of
region
region of
regret later
regret seeing
regrets if
regretted
regretted this
regularly every
regularly i
regularly she
rejected
rejected i'm
rejection
rejection and
rejection bullying
relationship back
relationship because
relationship better
relationship brings
relationship has
relationship her
relationship or
relationship resume
relationship-we
relationship-we were
relationships and
relationships only
relationships outside
relationships quit
relatively a
relatives cousins
relatives will
relax my
relaxed or
relaying
relaying to
reliant
reliant on
relieved it
relocated here
reluctance
reluctance to
remain in
remained with
remember every
remember i’ve
remember negative
remember really
remember right
remember them
remembering events
remembering them
reminded
reminded just
reminded of
remorse
remorse compassion
remorse regarding
remotely
remotely close
remove myself
repaired
repaired i
repeat myself
repeated
repeated child
repeatedly mom
repeating
repeating it
repeating the
repels
repels me
repetitive tasks
replace it
replace me
replace my
replaceable
replaceable because
replaying
replaying the
replays
replays what
replies i
reply to
replying
replying to
report
report what
reproduce
reproduce i
request they
request would
requests they
requires my
reread
reread this
researching symptoms
resented
resented me
resentful and
resentful that
resenting meshe
resents
resents her
resigned
resigned to
resistant i
resistant rate
resolve an
resonate
resonate with
resort
resort back
resort to
resources to
respect me
respect my
respects
respiratory
respiratory therapy
respond so
responded with
response at
responses are
responsibility for
responsibility of
responsible for
rest getting
rest is
restate
restate and
restaurant
restaurant and
restrict
resulted me
results still
results yesterday
resume
resume with
retired for
retirement and
return blaming
return my
return the
revenge-seeking
reverting
reverting back
reviewing
reviewing and
revisiting
revisiting a
revive
revive it
revolting
revolting if
rhythm
richer
richer more
rid myself
riddles
riddles as
ride my
ridiculous things
ridiculously
ridiculously empathetic
ridiculously insensitive
riding
riding my
right fit
right for
right from
right is
right mean
right not
right place
right this
right you
ring for
ring my
rip
rip out
rip people
rise
rises
risk involved
ritualized
ritualized in
robbed
robbed of
rode
rode a
role
role i
role i'm
role in
roll
roll to
rollercoaster
rollercoaster of
rolling pin
romance
romance we
room a
room because
room clearly
room he’s
room on
room you
roommate
roommate didn't
root cause
ropes
ropes and
rot
rot away
rotten
round of
routine and
routines relationships
rubik's
rubik's cube
rude or
rude words
ruin her
ruin our
ruined
ruined another
ruined our
ruining
ruining their
ruining things
ruins the
rules he
rules or
ruminate
ruminate about
ruminating
ruminating over
run as
run away
run through
rundown
rundown on
running away
running my
rushed
rushed like
rye
rye during
s always
s happy
s pain
s s
sad apathetic
sad clinically
sad i
sad i’m
sad lonely
sad person
sad within
sadly these
sadness
sadness avoidance
sadness inside
sadness only
sadness seem
sadness suicide
sadness that
sadness there’s
sad…
safe him
safe like
safe with
safely
safely for
said hurt
said its
said mean
said something
said things
said to
sake because
sake but
salinger’s
salinger’s the
saliva
saliva and
same advice
same anger
same but
same goes
same issues
same person
same position
same self-scrutinizing
same to
same utensils
same volatile
same word
sane
sane to
sat in
sat looking
sat upon
satisfied like
satisfied she
savable
savable would
save a
saw it
say difficulty
say doesn’t
say during
say good
say hello
say is
say its
say many
say much
say overthinking
say stop
say this
say unless
saying attitude
saying its
saying me
saying okay
saying stop
saying stuff
saying the
saying they
says anything
says i’m
says to
scalp while
scapegoat
scapegoat of
scared
scared for
scared he’ll
scared he’s
scared i
scared if
scared i’m
scared of
scared so
scared that
scared there’s
scared thinking
scared to
scares
scares death
scares me
scares the
scarred
scarred for
scary irritable
scary to
scattered
scattered and
scattering
scattering around
scenarios for
scenario…it
scenario…it can
scenes
scenes and
scenes because
scenes which
schedule have
schiz/psychosis
schizophrenia fears
schizophrenia starting
schizophrenia to
schizophrenic almost
schizophrenic but
schizophrenic i
schizophrenic now
schizophrenic thoughts
scholarship
scholarship i
scholarship i'm
scholarship they
school all
school almost
school clean
school doesn’t
school friends
school here
school hours
school is
school life
school now
school play
school started
school took
school was
schooling
schooling i
schooling paid
schools and
schools in
schoolwork is
schoool
schoool and
science
score in
score on
scratch i
scream
scream at
scream it
scream nothing
screaming like
screaming mad
screaming on
screaming things
screams not
screen
screen but
screen-but
screen-but it
searching for
searching help
searching up
second cat
second date
second factor
second husband
second i’m
second not
second turn
seconds of
seconds were
secret to
secret with
see an
see behavior
see everything
see is
see one
see online
see psychiatrists
see something
see you
seed
seed off
seeing all
seeing another
seeing dead
seeing one
seeing someone
seeing that
seek for
seek proper
seek therapy
seek unnecessary
seeker
seeker begging
seeking
seeking actual
seeking and
seeking attention
seeking behavior
seeking help
seeking or
seeking strategies
seeking will
seem blurry
seem kinda
seem not
seem to
seem ungrateful
seemed were
seeming uninterested
seems kind
seems super
seems suspicious
seems that’s
seen as
seen eye
sees parked
segue
segue to
selected
selected for
self aware
self constantly
self cut
self hate
self verbally
self worth
self-aware
self-aware of
self-centered
self-centered and
self-confidence lowered
self-conscious
self-conscious of
self-conscious to
self-diagnose
self-diagnose i
self-diagnosed
self-diagnosed myself
self-diagnosed pure
self-harm i
self-harm till
self-harm to
self-harmed
self-harmed and
self-harmed for
self-harmed in
self-imposed
self-imposed guilt
self-punishment
self-punishment of
self-righteous
self-righteous it
self-sabotage
self-sabotage and
self-scrutinizing
self-scrutinizing process
self-supporting
self-supporting while
selfharm
selfish
selfish and
selfish behaviors
selfish cruel
selfish from
selfish person
selfish when
selfless person
sell
sell any
sem
sem i
semester and
sending me
sense at
sense because
sense found
sensitive and
sensitive to
sensitive towards
separate imagination
separation anxiety
seperated
seperated i
serious case
serious delusions
serious hallucinations
serious issues
serious outbursts
serious stress
seriously mad
seriously or
seriously plan
seriousness
seriousness of
session by
session of
sessions changed…
sessions have
sessions of
set and
set by
set me
setting because
settle well
several obsessions
several panic
severe form
severely abused
sex 1-2
sex favors
sex feels
sex you
sexual about
sexual experiences
sexual physical
sexual play
sexual there
sexual thing
sexually aroused
sexually arousing
sexually attracted
sexy”and
sexy”and she
shade
shade near
shadows near
shake and
shake this
shaking my
shallow because
shame
shame and
shame i
shame over
shameful
shameful act
shaming me
share their
sharing issues
shattered my
she bates
she cant
she cares
she died
she dragged
she drives
she faints
she learn
she look
she looked
she looks
she might
she must
she over
she should
she simply
she so
she stalks
she stands
she stops
she summarily
she treats
she tries
she trusts
she understands
she wakes
shed
shed even
shed probably
shell
shell and
shes alwasy
she’d hit
she’d taken
she’ll break
she’ll change
she’ll get
she’ll think
she’ll wake
she’s an
she’s better
she’s bullied
she’s completely
she’s done
she’s due
she’s extremely
she’s going
she’s gonna
she’s lazy
she’s my
she’s not…my
she’s ok
she’s strange
she’s suspicious
she’s threatened
she’s trying
shift sometime
shifting
shifting from
shifts
shifts to
shitty
shitty friends
shock to
shocked by
shoes as
short fused
short hair
short never
short space
short the
shortly after
shot decapitated
shot people
should already
should also
should but
should care
should feel
should isolate
should make
should safe
should show
should treat
should work
shoulder i
shouldnt
shouldnt feel
shouldn’t
shouldn’t and
shouldn’t even
shouldn’t have
shouldn’t i
shouldn’t i’ve
shouldn’t matter
shouldn’t really
shouldn’t run
shouting at
show any
show it
show my
show no
show some
show the
showed his
showering
showering why
showing affection
showing aggressive
showing love
shown a
shown symptoms
shows me
shows reading
shut the
shut them
shuts me
shutting itself
shy communicating
shy unable
shy weak
sibling
sibling and
sibling at
siblings have
siblings or
sick everybody
sickening
sickening jealous
side before
side but
side note
sided
sided advice
sided story
sides i
sides of
sign me
significant decrease
significant lack
significant others
signing
signing up
signs that
silence it
silk-like
silk-like hair
silly
silly as
similar information
simple
simple and
simple issues
simple person
simple sentences
simple task
simple thing
simple things
simplest thing
simply because
simply cannot
simply can’t
simply does
simply eat
simply just
simply taken
since adolescence
since being
since failed
since finding
since high
since it
since no
since there
since two
since young
sincerely
sincerely just
sing
sing as
singer
singing a
single after
single day
single friend
single i
single problem
single thing
sister dead
sister even
sister-in-law
sister-in-law in
sisters are
sit and
sit on
sit somewhere
sit they
sites have
situation feels
situation instead
situation over
situation she
situation without
situational
situational experiences
situations she
situations to
skeptical about
skilled
skills
skills are
skills must
skin drive
skin silk-like
skinnier
skinnier and
skinny body
skip
skip appointments
sky
sky the
skype and
slapped abused
sleep a
sleep and
sleep i’m
sleep normal
sleep other
sleep schedule
sleep when
sleeping all
sleeping anxiety
sleeping eating
sleeping i
sleeps she
slightest thing
slipping out
slow foolish
slowly decreased
slowly he
slut
slut so
sly
sly enough
small as
small claims
small fights
small kid
small-minded
smallest
smallest task
smart enough
smash my
smeared
smeared i
smell bad
smell breath
smile of
smoke and
smoke weed
smoker
smoker and
smoking a
snap at
snap one
snapping
snapping at
snapping out
sneaking around
snobby
snobby probably
snuggle with
so absolutely
so alone
so are
so boring
so caught
so chances
so clumsy
so continues
so disapointed
so disconnected
so disturbed
so dull
so easy
so emotionally
so few
so frustered
so hard
so high
so hopeless
so impervious
so late
so needy
so negative
so nervous
so overwhelmed
so put
so right
so sad
so scared
so scary
so shocked
so sickening
so strange
so sure
so tiring
so under
so upset
so violent
sober i
sober i’m
sober now
social and
social aspects
social circle
social development
social environment
social gathering
social interaction
social lives
social rejection
social situation
social stigma
socialization
socialization i’m
socializing
socializing or
socializing with
socially awkward
socially different
socially scarred
society or
soda
soda drinker
solid relationship
solution to
solve
solve math
solve riddles
solve the
solved
solved and
some advices
some anxiety
some difficult
some drastic
some false
some field
some mood
some psycho
some random
some rare
some reason
some remorse
some siblings
some signs
some support
some tough
some trouble
some way
some weight
somebody asks
somebody is
somebody ‘close’
someday i
somedays
somedays i
somehow not
somehow still
somehow that
someone asks
someone at
someone being
someone develops
someone does
someone get
someone happens
someone isn’t
someone it
someone not
someone other
someone seen
someone they
someone told
someone tries
someone trying
someone very
someone wanted
someone while
someone’s
someone’s phone
someone’s there
something anything
something as
something bad
something disappoints
something from
something horrible
something how
something if
something im
something maybe
something of
something on
something successful
something takes
something they’ll
something under
something very
something went
something will
something worse
something wrong
sometimes absent
sometimes becomes
sometimes crying
sometimes have
sometimes he
sometimes hits
sometimes is
sometimes just
sometimes more
sometimes other
sometimes say
sometimes that
sometimes unrealistic
sometimes vicious
sometimes wanting
sometimes with
someting
someting very
somewhat kept
somewhat sense
somewhere or
somewhere were
son saw
son should
soo
soo angry
soo much
soo stupid
soon started
sorry about
sorry ok
soul leaves
soul now
sound at
sounds and
sounds i’m
sounds turns
soup
soup in
sour
sour probably
source but
source that
space because
space but
space i
space of
spacey
spacey like
span of
spark
spark or
speak a
speak at
speak even
speak much
speak up
speaks out
special fun
specific people
speculations
speculations have
spell
spell i
spelling
spelling bee
spend all
spend hours
spend precious
spending and
spent almost
spent crying
spent everything
spent in
spent lots
spent months
spent quite
spent some
spent too
spent whole
spilled
spilled my
spinning
spinning from
spiral of
spiraling
spiraling downwards
spiraling into
spiraling out
spits
spits on
spk
spk he
splashed
splashed water
split-second
split-second which
spoiled
spoiled and
spoke for
spontaneous stuff
sporadically throughout
spotlight that
spouse didn't
spraying
spraying an
stabile
stabile and
stable for
stain
stain on
stairs to
stalked i
stalker
stalker said
stalks
stalks every
stamps
stamps in
stand be
stand myself
stand when
standard
standard of
standing in
stands
stands near
stands very
stare into
stares and
stares very
staring out
staring they’re
start bawling
start beating
start calling
start conversation
start conversations
start dealing
start fights
start getting
start having
start hyperventilating
start i
start it
start or
start problems
start shouting
start study
start the
started college
started displaying
started hating
started it’s
started job
started obsessing
started off
started pretty
started pulling
started realizing
started sophomore
started thinking
started worrying
starting from
starting signing
starting when
starts and
starts challenging
starts it
starts out
starts questioning
starts racing
starts screaming
starving
starving myself
state becoming
state i’m
state of
state really
stated drinkingi
statements and
status etc
status of
status to
stay focused
stay locked
stayed for
staying attracted
staying on
staying there
std’s
std’s even
steal
steal my
stems
stems from
step daughter
step for
stepped
stepped in
stew
stew about
stick out
stick with
stigma that
still are
still being
still believe
still can’t
still don’t
still expects
still feels
still going
still hard
still hate
still highly
still i
still just
still like
still limping
still losing
still loves
still my
still really
still regret
still see
still self
still so
still stuck
still there
still tried
still was
still wasnt
still work
still worried
stilted
stolen from
stomach hurts
stood and
stood near
stood still
stoop
stoop in
stop acting
stop arguing
stop being
stop cheating
stop drawing
stop feeling
stop her
stop imagine
stop imagining
stop it
stop living
stop loving
stop many
stop now
stop please
stop spinning
stop studying
stop these
stop thinking
stop trying
stop worrying
stopped now
stopped searching
stopped seeing
stopped sleeping
stopped smoking
store i
stories as
story and
story comes
storybook
storybook romance
strange and
strange even
strange i
strange person
strange stuff
strange vendetta
strategic
strategy they
streaming
streaming to
stress and
stress as
